"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","115","115","1","102.533913","0","115"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1010","1038","1","756.000977","0","1038"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","34","10","1","22.810331","0","121"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","4","4","1","1.684620","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","4","4","1","2.043347","0","4"
"/Game/glass_jar.glass_jar","0","56","1","1","45.091827","0","257"
"/Game/rope.rope","0","24","5","1","14.635666","0","63"
"/Game/Material_001.Material_001","0","24","10","1","14.127645","0","67"
"/Game/lid.lid","0","24","3","1","14.319278","0","84"
"/Game/jam.jam","0","24","7","1","14.111463","0","65"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","1.137389","0","2"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","33","2","1","20.037943","0","123"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","5","1","42.757809","0","301"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","0","21","6","1","19.165403","0","53"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","19","10","1","9.760980","0","53"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","4.092631","0","13"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","21","6","1","18.075079","0","55"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","21","4","1","16.659016","0","56"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","21","4","1","17.348362","0","62"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","21","6","1","16.385506","0","53"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","21","7","1","15.719075","0","59"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","21","10","1","26.471605","0","60"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","21","9","1","16.209820","0","61"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","21","10","1","16.582563","0","73"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","21","1","1","16.615595","0","53"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","21","10","1","16.958286","0","54"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","21","3","1","18.511547","0","55"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","21","2","1","28.383301","0","79"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","21","5","1","18.326366","0","57"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","21","10","1","23.888901","0","72"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","21","7","1","20.294254","0","75"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","21","7","1","20.659319","0","80"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","21","9","1","19.631392","0","61"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","21","10","1","18.852081","0","62"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","21","10","1","18.232841","0","81"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","21","9","1","19.302269","0","83"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","21","10","1","28.310419","0","55"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","21","4","1","16.992336","0","76"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","21","5","1","16.950666","0","57"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","21","6","1","16.672825","0","53"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","21","7","1","16.587952","0","73"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","21","8","1","16.979929","0","53"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","112","10","1","93.343079","0","962"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","21","10","1","18.268251","0","62"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","42","1","1","110.620895","0","173"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","21","4","1","19.401834","0","56"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","21","10","1","22.996035","0","58"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","21","9","1","34.846344","0","87"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","21","7","1","26.165751","0","72"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","21","2","1","20.803560","0","89"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","21","10","1","27.369499","0","61"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","21","10","1","19.256931","0","62"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","21","10","1","18.744673","0","53"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","21","1","1","17.618944","0","76"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","21","2","1","16.403589","0","58"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","21","4","1","15.747725","0","56"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","21","5","1","17.815081","0","57"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","4","4","2","4.300877","0","4"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","21","8","1","18.539963","0","76"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","30","7","1","26.751116","0","114"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","21","10","1","18.152615","0","54"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","42","1","1","116.908432","0","209"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","21","10","1","17.493881","0","54"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","21","2","1","17.283022","0","58"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","21","4","1","16.867361","0","56"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","21","4","1","16.496712","0","62"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","24","10","1","14.316805","0","85"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","32","7","1","18.465843","0","155"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","84","2","1","74.252213","0","582"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","21","6","1","16.050287","0","58"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","36","10","1","18.160563","0","167"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","24","6","1","15.092921","0","64"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","21","7","1","17.181898","0","73"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","21","5","1","16.496346","0","74"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","21","2","1","18.637093","0","59"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","33","5","1","29.199863","0","104"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","21","1","1","23.183662","0","69"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","33","10","1","37.628075","0","108"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","2","2","1","1.667590","0","2"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","144","20","2","112.428650","0","969"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","21","10","1","23.553476","0","53"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","32","10","1","24.003582","0","142"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","30","4","1","21.277920","0","90"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","24","10","1","16.895555","0","64"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","32","10","1","20.812216","0","164"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","47","10","1","35.252899","0","190"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","2","2","1","1.450579","0","2"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","21","1","1","18.233276","0","53"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","12","12","1","10.027021","0","22"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","21","10","1","17.769005","0","62"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","12","12","1","9.294415","0","22"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","21","9","1","17.330236","0","61"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","21","10","1","17.575790","0","53"
